Name,Year,Population 0-14,Population 15-64,Population 65+,Population,Births,Deaths,Migrations,E.Migration
France,2017,12317860.0,41596179.0,13180440.0,67094479,769146.0,605973.0,153007.0,-31492.0
France,2018,12289482.0,41595326.0,13485241.0,67370049,758710.0,609101.0,85345.0,40616.0
France,2019,12243026.0,41578773.0,13778854.0,67600653,753051.0,612145.0,85345.0,4353.0
France,2020,12184982.0,41555519.0,14051336.0,67791837,750743.0,667532.0,72910.0,35063.0
France,2021,12109136.0,41538137.0,14297839.0,67945112,748807.0,671286.0,72910.0,2844.0
France,2022,12025716.0,41524416.0,14542752.0,68092884,746842.0,674638.0,72910.0,2658.0
France,2023,11941295.0,41509285.0,14785179.0,68235759,745583.0,677852.0,72910.0,2234.0
French Polynesia,1991,72764.0,123653.0,6843.0,203260,5391.0,1021.0,-741.0,-68036128.0
French Polynesia,1992,73416.0,126303.0,7106.0,206825,5296.0,1055.0,-741.0,65.0
French Polynesia,1993,73993.0,128943.0,7382.0,210318,5280.0,1053.0,-741.0,7.0
French Polynesia,1994,74418.0,131598.0,7664.0,213680,5055.0,1075.0,-741.0,123.0
French Polynesia,1995,74610.0,134264.0,7971.0,216845,4869.0,1038.0,-741.0,75.0
French Polynesia,1996,74576.0,136983.0,8301.0,219860,4683.0,1001.0,-741.0,74.0
French Polynesia,1997,74697.0,140000.0,8697.0,223394,4707.0,1002.0,421.0,-592.0
French Polynesia,1998,74950.0,143354.0,9146.0,227450,4568.0,1002.0,421.0,69.0
French Polynesia,1999,75020.0,146925.0,9625.0,231570,4835.0,1003.0,421.0,-133.0
French Polynesia,2000,75064.0,150665.0,10137.0,235866,4932.0,1013.0,421.0,-44.0
French Polynesia,2001,74984.0,154459.0,10653.0,240096,4869.0,1170.0,421.0,110.0
French Polynesia,2002,74782.0,158222.0,11180.0,244184,4758.0,1124.0,421.0,33.0
French Polynesia,2003,74055.0,161930.0,11768.0,247753,4497.0,1122.0,-292.0,486.0
French Polynesia,2004,72945.0,165436.0,12416.0,250797,4427.0,1131.0,-292.0,40.0
French Polynesia,2005,71851.0,168836.0,13077.0,253764,4461.0,1239.0,-292.0,37.0
French Polynesia,2006,70871.0,172155.0,13777.0,256803,4591.0,1152.0,-292.0,-108.0
French Polynesia,2007,70002.0,175308.0,14528.0,259838,4431.0,1215.0,-292.0,111.0
French Polynesia,2008,69189.0,178385.0,15307.0,262881,4626.0,1178.0,-285.0,-120.0
French Polynesia,2009,68476.0,181311.0,16132.0,265919,4398.0,1208.0,-278.0,126.0
French Polynesia,2010,67833.0,184005.0,16970.0,268808,4376.0,1238.0,-272.0,23.0
French Polynesia,2011,67354.0,186464.0,17835.0,271653,4360.0,1270.0,-265.0,20.0
French Polynesia,2012,66941.0,188815.0,18698.0,274454,4338.0,1303.0,-258.0,24.0
French Polynesia,2013,66578.0,191052.0,19577.0,277207,4316.0,1337.0,-251.0,25.0
French Polynesia,2014,66153.0,193258.0,20498.0,279909,4291.0,1372.0,-244.0,27.0
French Polynesia,2015,65542.0,195571.0,21441.0,282554,4260.0,1408.0,-238.0,31.0
French Polynesia,2016,64916.0,197769.0,22458.0,285143,4240.0,1446.0,-231.0,26.0
French Polynesia,2017,64369.0,199746.0,23563.0,287678,4214.0,1484.0,-224.0,29.0
French Polynesia,2018,63989.0,201397.0,24767.0,290153,4183.0,1523.0,-217.0,32.0
French Polynesia,2019,63733.0,202756.0,26071.0,292560,4143.0,1563.0,-211.0,38.0
French Polynesia,2020,63450.0,203982.0,27459.0,294891,4100.0,1604.0,-204.0,39.0
French Polynesia,2021,63055.0,205196.0,28903.0,297154,4069.0,1638.0,-197.0,29.0
French Polynesia,2022,62648.0,206308.0,30400.0,299356,4033.0,1673.0,-190.0,32.0
French Polynesia,2023,62173.0,207388.0,31927.0,301488,3987.0,1710.0,-183.0,38.0
Germany,1991,13012942.0,55002566.0,11968736.0,79984244,830019.0,911245.0,602523.0,79161459.0
Germany,1992,13162482.0,55336622.0,12098660.0,80597764,809114.0,885443.0,782071.0,-92222.0
Germany,1993,13261392.0,55608770.0,12262110.0,81132272,798447.0,897270.0,462097.0,171234.0
Germany,1994,13283237.0,55688965.0,12441962.0,81414164,769603.0,884661.0,315568.0,81382.0
Germany,1995,13245024.0,55783606.0,12625072.0,81653702,765221.0,884588.0,397934.0,-39029.0
Germany,1996,13187733.0,55919473.0,12783461.0,81890667,796013.0,882843.0,282193.0,41602.0
Germany,1997,13115614.0,55994254.0,12901205.0,82011073,812173.0,860389.0,93664.0,74958.0
Germany,1998,13014059.0,56000444.0,13009169.0,82023672,785034.0,852382.0,47098.0,32849.0
Germany,1999,12917899.0,55953791.0,13203088.0,82074778,770744.0,852283.0,204002.0,-71357.0
Germany,2000,12817180.0,55851480.0,13515010.0,82183670,766999.0,838797.0,167120.0,13570.0
Germany,2001,12678562.0,55772119.0,13869979.0,82320660,734475.0,828541.0,272723.0,-41667.0
Germany,2002,12498798.0,55722155.0,14237462.0,82458415,719250.0,841686.0,219288.0,40903.0
Germany,2003,12272999.0,55602186.0,14629367.0,82504552,706721.0,853946.0,142645.0,50717.0
Germany,2004,12029078.0,55372208.0,15085923.0,82487209,705622.0,818271.0,82543.0,12763.0
Germany,2005,11772931.0,55083112.0,15583374.0,82439417,685795.0,830227.0,78953.0,17687.0
Germany,2006,11537581.0,54770231.0,16038552.0,82346364,672724.0,851337.0,57985.0,27575.0
Germany,2007,11359576.0,54521089.0,16356195.0,82236860,684862.0,827155.0,43912.0,-11123.0
Germany,2008,11206780.0,54296295.0,16562294.0,82065369,682514.0,871373.0,-55743.0,73111.0
Germany,2009,11072303.0,54025647.0,16756834.0,81854784,665126.0,854478.0,12785.0,-34018.0
Germany,2010,10975896.0,53937177.0,16838246.0,81751319,677947.0,859910.0,151600.0,-73102.0
Germany,2011,10896530.0,54014896.0,16847843.0,81759269,662685.0,856799.0,240378.0,-38314.0
Germany,2012,10815899.0,54099842.0,16947179.0,81862920,673544.0,864680.0,352174.0,-57387.0
Germany,2013,10770027.0,54174535.0,17112315.0,82056877,682069.0,888580.0,433386.0,-32918.0
Germany,2014,10784284.0,54251350.0,17340000.0,82375634,714927.0,864962.0,560672.0,-91880.0
Germany,2015,10926458.0,54561761.0,17618725.0,83106944,737575.0,918236.0,1232644.0,-320673.0
Germany,2016,11096951.0,54836539.0,17889539.0,83823029,792141.0,908044.0,496090.0,335898.0
Germany,2017,11202237.0,54772483.0,18148904.0,84123624,784901.0,920308.0,356410.0,79592.0
Germany,2018,11296201.0,54638702.0,18398141.0,84333044,787523.0,943158.0,353472.0,11583.0
Germany,2019,11382188.0,54472173.0,18632589.0,84486950,778090.0,978136.0,310022.0,43930.0
Germany,2020,11443940.0,54199599.0,18854706.0,84498245,776166.0,1013552.0,150000.0,98681.0
Germany,2021,11497501.0,53831484.0,19080208.0,84409193,771655.0,1012374.0,150000.0,1667.0
Germany,2022,11544518.0,53439114.0,19332990.0,84316622,766004.0,1010428.0,150000.0,1853.0
Germany,2023,11578851.0,53032290.0,19609043.0,84220184,759494.0,1007945.0,150000.0,2013.0
Gibraltar,1991,7307.0,17592.0,3202.0,28101,568.0,255.0,462.0,-84192858.0
Gibraltar,1992,7359.0,17521.0,3209.0,28089,569.0,205.0,-1162.0,786.0
Gibraltar,1993,7311.0,16813.0,3093.0,27217,518.0,275.0,-1188.0,73.0
Gibraltar,1994,7288.0,16476.0,3012.0,26776,509.0,261.0,-186.0,-503.0
Gibraltar,1995,7279.0,16461.0,3024.0,26764,434.0,205.0,-314.0,73.0
Gibraltar,1996,7254.0,16489.0,3032.0,26775,446.0,221.0,-118.0,-96.0
Gibraltar,1997,7191.0,16528.0,3026.0,26745,428.0,263.0,-332.0,137.0
Gibraltar,1998,7109.0,16621.0,3021.0,26751,411.0,267.0,36.0,-174.0
Gibraltar,1999,7026.0,16717.0,3012.0,26755,381.0,277.0,-276.0,176.0
Gibraltar,2000,7011.0,17192.0,3070.0,27273,408.0,262.0,1062.0,-690.0
Gibraltar,2001,7006.0,17808.0,3203.0,28017,374.0,249.0,156.0,463.0
Gibraltar,2002,6899.0,18024.0,3278.0,28201,372.0,242.0,-44.0,98.0
Gibraltar,2003,6772.0,18181.0,3362.0,28315,358.0,234.0,16.0,-26.0
Gibraltar,2004,6648.0,18289.0,3446.0,28383,397.0,242.0,-160.0,73.0
Gibraltar,2005,6540.0,18353.0,3524.0,28417,397.0,249.0,-74.0,-40.0
Gibraltar,2006,6372.0,18514.0,3582.0,28468,354.0,230.0,-96.0,23.0
Gibraltar,2007,6177.0,18737.0,3608.0,28522,379.0,202.0,-96.0,-27.0
Gibraltar,2008,6017.0,18964.0,3622.0,28603,384.0,206.0,-96.0,-1.0
Gibraltar,2009,5886.0,19162.0,3637.0,28685,388.0,211.0,-96.0,1.0
Gibraltar,2010,5794.0,19155.0,3815.0,28764,389.0,216.0,-96.0,2.0
Gibraltar,2011,5739.0,19085.0,4016.0,28840,391.0,220.0,-96.0,1.0
Gibraltar,2012,5690.0,19048.0,4178.0,28916,396.0,224.0,-96.0,0.0
Gibraltar,2013,5662.0,19022.0,4308.0,28992,400.0,229.0,-96.0,1.0
Gibraltar,2014,5662.0,18953.0,4451.0,29066,402.0,234.0,-96.0,2.0
Gibraltar,2015,5663.0,18901.0,4573.0,29137,404.0,238.0,-96.0,1.0
Gibraltar,2016,5676.0,18833.0,4697.0,29206,406.0,242.0,-96.0,1.0
Gibraltar,2017,5711.0,18759.0,4803.0,29273,409.0,247.0,-96.0,1.0
Gibraltar,2018,5754.0,18708.0,4876.0,29338,412.0,252.0,-96.0,1.0
Gibraltar,2019,5793.0,18662.0,4945.0,29400,412.0,255.0,-96.0,1.0
Gibraltar,2020,5805.0,18636.0,5018.0,29459,413.0,260.0,-96.0,2.0
Gibraltar,2021,5844.0,18604.0,5068.0,29516,413.0,260.0,-96.0,0.0
Gibraltar,2022,5889.0,18567.0,5117.0,29573,412.0,259.0,-96.0,0.0
Gibraltar,2023,5922.0,18554.0,5153.0,29629,410.0,259.0,-96.0,1.0
Greece,1991,2025417.0,6875927.0,1447631.0,10348975,102620.0,95498.0,104330.0,10207894.0
Greece,1992,2000278.0,6952907.0,1489047.0,10442232,104081.0,98231.0,69212.0,18195.0
Greece,1993,1969008.0,7013408.0,1532101.0,10514517,101799.0,97419.0,65129.0,2776.0
Greece,1994,1934025.0,7065269.0,1576932.0,10576226,103763.0,97807.0,47953.0,7800.0
Greece,1995,1898497.0,7111363.0,1624462.0,10634322,101495.0,100158.0,60945.0,-4186.0
Greece,1996,1863681.0,7155631.0,1670598.0,10689910,100718.0,100740.0,48916.0,6694.0
Greece,1997,1832725.0,7206120.0,1713500.0,10752345,102038.0,99738.0,73676.0,-13541.0
Greece,1998,1806715.0,7260362.0,1755987.0,10823064,100894.0,102668.0,67236.0,5257.0
Greece,1999,1777209.0,7297655.0,1797827.0,10872691,100643.0,103304.0,36453.0,15835.0
Greece,2000,1752917.0,7332537.0,1840341.0,10925795,103274.0,105219.0,74362.0,-19313.0
Greece,2001,1735276.0,7375113.0,1882866.0,10993255,102282.0,102559.0,62780.0,4957.0
Greece,2002,1709034.0,7388337.0,1922374.0,11019745,103569.0,103915.0,-9176.0,36012.0
Greece,2003,1677570.0,7373317.0,1958707.0,11009594,104420.0,105529.0,-9672.0,630.0
Greece,2004,1650439.0,7356567.0,1992470.0,10999476,105655.0,104942.0,-10166.0,-665.0
Greece,2005,1628490.0,7337340.0,2024816.0,10990646,107545.0,105091.0,-10662.0,-622.0
Greece,2006,1612610.0,7323641.0,2049499.0,10985750,112042.0,105476.0,-8150.0,-3312.0
Greece,2007,1608118.0,7309687.0,2064395.0,10982200,111926.0,109895.0,-7547.0,1966.0
Greece,2008,1611294.0,7307589.0,2077463.0,10996346,118302.0,107979.0,23485.0,-19662.0
Greece,2009,1620665.0,7308544.0,2096312.0,11025521,117933.0,108316.0,14927.0,4631.0
Greece,2010,1626696.0,7286900.0,2126248.0,11039844,114766.0,109084.0,-1579.0,10220.0
Greece,2011,1626351.0,7229863.0,2161360.0,11017574,106428.0,111099.0,-43972.0,26373.0
Greece,2012,1616829.0,7139150.0,2192221.0,10948200,100371.0,116668.0,-73809.0,20732.0
Greece,2013,1606826.0,7046393.0,2219028.0,10872247,94134.0,111794.0,-44139.0,-14154.0
Greece,2014,1591558.0,6963874.0,2245697.0,10801129,92149.0,113740.0,-58846.0,9319.0
Greece,2015,1571872.0,6885863.0,2270422.0,10728157,91847.0,121183.0,-36172.0,-7464.0
Greece,2016,1572137.0,6837990.0,2293855.0,10703982,92898.0,121493.0,45755.0,-41335.0
Greece,2017,1575919.0,6805780.0,2316303.0,10698002,88553.0,123383.0,5710.0,23140.0
Greece,2018,1566753.0,6766055.0,2336048.0,10668856,86618.0,125031.0,9243.0,24.0
Greece,2019,1555533.0,6727037.0,2355666.0,10638236,84801.0,126437.0,9565.0,1451.0
Greece,2020,1540816.0,6687203.0,2376822.0,10604841,83111.0,127720.0,9888.0,1326.0
Greece,2021,1521334.0,6648878.0,2399491.0,10569703,81550.0,127315.0,10211.0,416.0
Greece,2022,1498779.0,6612120.0,2422972.0,10533871,80149.0,126793.0,10533.0,279.0
Greece,2023,1472105.0,6578008.0,2447482.0,10497595,78908.0,126205.0,10856.0,165.0
Greenland,1991,14656.0,38696.0,2187.0,55539,1192.0,459.0,-909.0,-10441880.0
Greenland,1992,14906.0,38329.0,2255.0,55490,1237.0,442.0,-717.0,-127.0
Greenland,1993,15158.0,38172.0,2307.0,55637,1180.0,436.0,-526.0,-71.0
Greenland,1994,15391.0,38133.0,2399.0,55923,1156.0,447.0,-354.0,-69.0
Greenland,1995,15539.0,38154.0,2492.0,56185,1120.0,487.0,-466.0,95.0
Greenland,1996,15568.0,38204.0,2564.0,56336,1066.0,447.0,-483.0,15.0
Greenland,1997,15544.0,38332.0,2632.0,56508,1100.0,492.0,-401.0,-35.0
Greenland,1998,15519.0,38394.0,2700.0,56613,986.0,468.0,-516.0,103.0
Greenland,1999,15470.0,38444.0,2782.0,56696,947.0,465.0,-317.0,-82.0
Greenland,2000,15320.0,38691.0,2878.0,56889,885.0,458.0,-205.0,-29.0
Greenland,2001,15150.0,38986.0,2991.0,57127,937.0,438.0,-247.0,-14.0
Greenland,2002,15032.0,39239.0,3091.0,57362,940.0,435.0,-288.0,18.0
Greenland,2003,14819.0,39536.0,3185.0,57540,895.0,412.0,-345.0,40.0
Greenland,2004,14587.0,39851.0,3263.0,57701,893.0,475.0,-236.0,-21.0
Greenland,2005,14361.0,40044.0,3374.0,57779,887.0,466.0,-448.0,105.0
Greenland,2006,14060.0,40071.0,3506.0,57637,876.0,489.0,-644.0,115.0
Greenland,2007,13774.0,40113.0,3636.0,57523,862.0,487.0,-345.0,-144.0
Greenland,2008,13502.0,40253.0,3797.0,57552,856.0,487.0,-341.0,1.0
Greenland,2009,13258.0,40362.0,3959.0,57579,850.0,487.0,-337.0,1.0
Greenland,2010,13034.0,40428.0,4142.0,57604,845.0,488.0,-334.0,2.0
Greenland,2011,12846.0,40447.0,4333.0,57626,840.0,489.0,-330.0,1.0
Greenland,2012,12649.0,40500.0,4499.0,57648,839.0,490.0,-326.0,-1.0
Greenland,2013,12479.0,40563.0,4630.0,57672,839.0,492.0,-323.0,0.0
Greenland,2014,12386.0,40574.0,4736.0,57696,836.0,493.0,-319.0,0.0
Greenland,2015,12324.0,40509.0,4886.0,57719,832.0,495.0,-316.0,2.0
Greenland,2016,12271.0,40373.0,5094.0,57738,826.0,498.0,-312.0,3.0
Greenland,2017,12177.0,40284.0,5294.0,57755,825.0,499.0,-308.0,-1.0
Greenland,2018,12110.0,40176.0,5486.0,57772,823.0,502.0,-304.0,0.0
Greenland,2019,12048.0,40034.0,5705.0,57787,818.0,504.0,-300.0,1.0
Greenland,2020,11990.0,39853.0,5954.0,57797,811.0,507.0,-297.0,3.0
Greenland,2021,11933.0,39627.0,6239.0,57799,802.0,513.0,-293.0,6.0
Greenland,2022,11872.0,39379.0,6541.0,57792,797.0,518.0,-289.0,3.0
Greenland,2023,11819.0,39091.0,6867.0,57777,789.0,524.0,-286.0,6.0
Hungary,1991,2051142.0,6934348.0,1412318.0,10397808,127207.0,144813.0,46034.0,10311603.0
Hungary,1992,1998987.0,6956875.0,1427191.0,10383053,121724.0,148781.0,-30882.0,43184.0
Hungary,1993,1942109.0,6956436.0,1431486.0,10330031,117033.0,150244.0,-14896.0,-4915.0
Hungary,1994,1897156.0,6957598.0,1441798.0,10296552,115598.0,146889.0,12440.0,-14628.0
Hungary,1995,1863893.0,6958333.0,1458581.0,10280807,112054.0,145431.0,20740.0,-3108.0
Hungary,1996,1832745.0,6954607.0,1471949.0,10259301,105272.0,143130.0,7484.0,8868.0
Hungary,1997,1801530.0,6946232.0,1481790.0,10229552,100350.0,139434.0,9960.0,-625.0
Hungary,1998,1774728.0,6932689.0,1492987.0,10200404,97301.0,140870.0,14396.0,25.0
Hungary,1999,1750559.0,6919509.0,1501542.0,10171610,94645.0,143210.0,20148.0,-377.0
Hungary,2000,1725162.0,6912467.0,1509796.0,10147425,97597.0,135601.0,18052.0,-4233.0
Hungary,2001,1698946.0,6911086.0,1519897.0,10129929,97047.0,132183.0,20098.0,-2458.0
Hungary,2002,1673534.0,6910115.0,1529128.0,10112777,96804.0,132833.0,16762.0,2115.0
Hungary,2003,1647869.0,6906340.0,1537778.0,10091987,94647.0,135823.0,18862.0,1524.0
Hungary,2004,1622712.0,6901503.0,1548393.0,10072608,95137.0,132492.0,20912.0,-2936.0
Hungary,2005,1598836.0,6895764.0,1563024.0,10057624,97496.0,135732.0,24710.0,-1458.0
Hungary,2006,1575245.0,6890923.0,1579681.0,10045849,99871.0,131623.0,21730.0,-1753.0
Hungary,2007,1553645.0,6881721.0,1598757.0,10034123,97613.0,132938.0,21894.0,1705.0
Hungary,2008,1537066.0,6869307.0,1621221.0,10027594,99149.0,130019.0,31241.0,-6900.0
Hungary,2009,1521212.0,6852933.0,1646848.0,10020993,94745.0,130399.0,22081.0,6972.0
Hungary,2010,1499601.0,6833366.0,1667261.0,10000228,88485.0,130441.0,14000.0,7191.0
Hungary,2011,1477732.0,6813315.0,1681134.0,9972181,86010.0,128786.0,14638.0,91.0
Hungary,2012,1462767.0,6781101.0,1700455.0,9944323,91236.0,131786.0,12972.0,-280.0
Hungary,2013,1454004.0,6737001.0,1728638.0,9919643,89597.0,128749.0,17372.0,-2900.0
Hungary,2014,1455170.0,6697711.0,1765043.0,9917924,92661.0,129467.0,55148.0,-20061.0
Hungary,2015,1484284.0,6694787.0,1822987.0,10002058,93024.0,135334.0,192234.0,-65790.0
Hungary,2016,1507532.0,6689427.0,1882025.0,10078984,94670.0,133897.0,43154.0,72999.0
Hungary,2017,1505310.0,6650293.0,1918915.0,10074518,93154.0,137653.0,31641.0,8392.0
Hungary,2018,1500737.0,6602828.0,1958986.0,10062551,91066.0,137571.0,35429.0,-891.0
Hungary,2019,1496159.0,6544022.0,2012790.0,10052971,89991.0,137355.0,39281.0,-1497.0
Hungary,2020,1486498.0,6477951.0,2062126.0,10026575,92787.0,145716.0,8221.0,18312.0
Hungary,2021,1471259.0,6411544.0,2088740.0,9971543,93190.0,162240.0,3694.0,10324.0
Hungary,2022,1458509.0,6361492.0,2100414.0,9920415,91972.0,155054.0,26182.0,-14228.0
Hungary,2023,1448048.0,6328676.0,2109110.0,9885834,90915.0,148674.0,25496.0,-2318.0
Isle of Man,1991,12122.0,44323.0,13434.0,69879,892.0,1011.0,746.0,-9816582.0
Isle of Man,1992,12318.0,44827.0,13375.0,70520,858.0,948.0,746.0,-15.0
Isle of Man,1993,12507.0,45345.0,13252.0,71104,853.0,1086.0,746.0,71.0
Isle of Man,1994,12656.0,45907.0,13129.0,71692,883.0,966.0,746.0,-75.0
Isle of Man,1995,12785.0,46493.0,13048.0,72326,847.0,990.0,746.0,31.0
Isle of Man,1996,12887.0,47071.0,12978.0,72936,835.0,965.0,746.0,-6.0
Isle of Man,1997,12999.0,47695.0,12886.0,73580,870.0,944.0,746.0,-28.0
Isle of Man,1998,13199.0,48288.0,12824.0,74311,936.0,893.0,746.0,-58.0
Isle of Man,1999,13418.0,48857.0,12760.0,75035,894.0,983.0,746.0,67.0
Isle of Man,2000,13547.0,49440.0,12716.0,75703,831.0,897.0,746.0,-12.0
Isle of Man,2001,13641.0,50001.0,12780.0,76422,863.0,855.0,751.0,-40.0
Isle of Man,2002,13724.0,50556.0,12910.0,77190,903.0,877.0,751.0,-9.0
Isle of Man,2003,13787.0,51117.0,13054.0,77958,860.0,852.0,751.0,9.0
Isle of Man,2004,13816.0,51675.0,13253.0,78744,862.0,798.0,751.0,-29.0
Isle of Man,2005,13825.0,52294.0,13471.0,79590,901.0,775.0,751.0,-31.0
Isle of Man,2006,13811.0,52958.0,13703.0,80472,905.0,768.0,751.0,-6.0
Isle of Man,2007,13783.0,53584.0,13980.0,81347,919.0,789.0,731.0,14.0
Isle of Man,2008,13825.0,54088.0,14288.0,82201,979.0,843.0,712.0,6.0
Isle of Man,2009,13879.0,54546.0,14606.0,83031,971.0,850.0,692.0,17.0
Isle of Man,2010,13939.0,54948.0,14942.0,83829,968.0,858.0,672.0,16.0
Isle of Man,2011,14023.0,55251.0,15323.0,84597,967.0,865.0,653.0,13.0
Isle of Man,2012,14100.0,55413.0,15826.0,85339,969.0,871.0,633.0,11.0
Isle of Man,2013,14137.0,55621.0,16300.0,86058,971.0,877.0,613.0,12.0
Isle of Man,2014,14170.0,55849.0,16732.0,86751,970.0,884.0,594.0,13.0
Isle of Man,2015,14259.0,55987.0,17172.0,87418,971.0,891.0,574.0,13.0
Isle of Man,2016,14376.0,56128.0,17556.0,88060,973.0,897.0,553.0,13.0
Isle of Man,2017,14455.0,56326.0,17897.0,88678,976.0,903.0,533.0,12.0
Isle of Man,2018,14535.0,56511.0,18226.0,89272,977.0,910.0,514.0,13.0
Isle of Man,2019,14639.0,56655.0,18546.0,89840,977.0,916.0,494.0,13.0
Isle of Man,2020,14724.0,56769.0,18888.0,90381,976.0,923.0,474.0,14.0
Isle of Man,2021,14782.0,56911.0,19202.0,90895,972.0,926.0,455.0,13.0
Isle of Man,2022,14826.0,56964.0,19592.0,91382,967.0,930.0,435.0,15.0
Isle of Man,2023,14829.0,57022.0,19989.0,91840,963.0,934.0,415.0,14.0
Israel,1991,1436034.0,2785019.0,427648.0,4648701,102553.0,29700.0,98725.0,4385283.0
Israel,1992,1472778.0,2901694.0,447448.0,4821920,106760.0,30351.0,98450.0,-1640.0
Israel,1993,1510135.0,3019591.0,467671.0,4997397,108960.0,31040.0,98175.0,-618.0
Israel,1994,1547753.0,3138113.0,488204.0,5174070,111107.0,31757.0,97900.0,-577.0
Israel,1995,1585919.0,3256985.0,509038.0,5351942,113379.0,32509.0,97625.0,-623.0
Israel,1996,1621145.0,3364035.0,527865.0,5513045,117693.0,33182.0,59200.0,17392.0
Israel,1997,1653658.0,3459858.0,544478.0,5657994,120744.0,33757.0,59200.0,-1238.0
Israel,1998,1685719.0,3559411.0,561473.0,5806603,126178.0,34348.0,59200.0,-2421.0
Israel,1999,1718486.0,3660643.0,579104.0,5958233,127978.0,34948.0,59200.0,-600.0
Israel,2000,1753158.0,3761849.0,597313.0,6112320,132298.0,35554.0,59200.0,-1857.0
Israel,2001,1784048.0,3851610.0,613166.0,6248824,132539.0,36074.0,20600.0,19439.0
Israel,2002,1811607.0,3929706.0,625730.0,6367043,135349.0,36504.0,20527.0,-1153.0
Israel,2003,1842328.0,4009698.0,637472.0,6489498,140588.0,35506.0,20455.0,-3082.0
Israel,2004,1874564.0,4092133.0,648568.0,6615265,140648.0,35035.0,20384.0,-230.0
Israel,2005,1904588.0,4176910.0,658560.0,6740058,139596.0,36319.0,20311.0,1205.0
Israel,2006,1934921.0,4261102.0,668497.0,6864520,143725.0,36195.0,17807.0,-875.0
Israel,2007,1966628.0,4343106.0,679841.0,6989575,147129.0,37659.0,15304.0,281.0
Israel,2008,2000240.0,4421769.0,693827.0,7115836,152215.0,37267.0,12800.0,-1487.0
Israel,2009,2037468.0,4496930.0,711633.0,7246031,156211.0,36969.0,13400.0,-2447.0
Israel,2010,2078716.0,4570235.0,732904.0,7381855,161267.0,37552.0,15293.0,-3184.0
Israel,2011,2120821.0,4642763.0,756982.0,7520566,161307.0,38726.0,15834.0,296.0
Israel,2012,2162332.0,4715504.0,783113.0,7660949,165812.0,39837.0,16376.0,-1968.0
Israel,2013,2202934.0,4789514.0,811386.0,7803834,166301.0,39799.0,16917.0,-534.0
Israel,2014,2242603.0,4864199.0,841887.0,7948689,169538.0,40706.0,17459.0,-1436.0
Israel,2015,2282326.0,4938955.0,873836.0,8095117,170967.0,42402.0,18000.0,-137.0
Israel,2016,2321916.0,5013497.0,907045.0,8242458,172401.0,42284.0,18000.0,-776.0
Israel,2017,2361468.0,5088554.0,940983.0,8391005,173897.0,42919.0,18000.0,-431.0
Israel,2018,2398524.0,5167228.0,974849.0,8540601,175418.0,43202.0,18000.0,-620.0
Israel,2019,2432890.0,5248328.0,1007910.0,8689128,173787.0,44949.0,18000.0,1689.0
Israel,2020,2463960.0,5326458.0,1038937.0,8829355,169237.0,47820.0,12200.0,6610.0
Israel,2021,2495175.0,5405055.0,1067812.0,8968042,176970.0,51211.0,18000.0,-5072.0
Israel,2022,2527546.0,5488538.0,1095879.0,9111963,177735.0,51651.0,18000.0,-163.0
Israel,2023,2556439.0,5575691.0,1124100.0,9256230,178588.0,52138.0,18000.0,-183.0
Italy,1991,9044917.0,38988991.0,8680800.0,56714708,562787.0,551989.0,172884.0,47274796.0
Italy,1992,8885667.0,39110556.0,8912713.0,56908936,567841.0,543709.0,180643.0,-10547.0
Italy,1993,8745566.0,39197909.0,9143074.0,57086549,549484.0,549974.0,150941.0,27162.0
Italy,1994,8614505.0,39225745.0,9357823.0,57198073,533050.0,554011.0,93558.0,38927.0
Italy,1995,8508505.0,39195720.0,9590288.0,57294513,525609.0,554323.0,148997.0,-23843.0
Italy,1996,8416428.0,39164571.0,9825047.0,57406046,528103.0,552328.0,127008.0,8750.0
Italy,1997,8334427.0,39125568.0,10032899.0,57492894,534461.0,556874.0,93328.0,15933.0
Italy,1998,8270415.0,39071061.0,10225543.0,57567019,532824.0,566484.0,110996.0,-3211.0
Italy,1999,8226258.0,39002435.0,10426834.0,57655527,537242.0,557741.0,120179.0,-11172.0
Italy,2000,8204507.0,38936186.0,10643678.0,57784371,543144.0,555502.0,170367.0,-29165.0
Italy,2001,8200024.0,38876419.0,10854608.0,57931051,535282.0,552106.0,152175.0,11329.0
Italy,2002,8196516.0,38840763.0,11039422.0,58076701,538198.0,555667.0,173418.0,-10299.0
Italy,2003,8199070.0,38923511.0,11213439.0,58336020,544063.0,588897.0,407521.0,-103368.0
Italy,2004,8224055.0,39085331.0,11406615.0,58716001,562599.0,545042.0,379717.0,-17293.0
Italy,2005,8240932.0,39176404.0,11620471.0,59037807,554022.0,568328.0,260644.0,75468.0
Italy,2006,8250402.0,39214243.0,11808234.0,59272879,560010.0,558614.0,222410.0,11266.0
Italy,2007,8268452.0,39416205.0,11942062.0,59626719,563933.0,572881.0,492823.0,-130035.0
Italy,2008,8311322.0,39742236.0,12037747.0,60091305,576659.0,585126.0,453765.0,19288.0
Italy,2009,8359072.0,39968344.0,12134168.0,60461584,568857.0,591663.0,318066.0,75019.0
Italy,2010,8405604.0,40177233.0,12203648.0,60786485,561944.0,587488.0,380085.0,-29640.0
Italy,2011,8439575.0,40297020.0,12355406.0,61092001,546585.0,593427.0,303332.0,49026.0
Italy,2012,8444357.0,40302203.0,12556615.0,61303175,534186.0,612883.0,244556.0,45315.0
