Year,Name,Population 0-14,Population 15-64,Population 65+,Births,Deaths,Migrations
1998-01-01,Gibraltar,7109.0,16621.0,3021.0,381.0,277.0,-100.0
1999-01-01,Gibraltar,7026.0,16717.0,3012.0,408.0,262.0,372.0
2000-01-01,Gibraltar,7011.0,17192.0,3070.0,374.0,249.0,619.0
2001-01-01,Gibraltar,7006.0,17808.0,3203.0,372.0,242.0,54.0
2002-01-01,Gibraltar,6899.0,18024.0,3278.0,358.0,234.0,-10.0
2003-01-01,Gibraltar,6772.0,18181.0,3362.0,397.0,242.0,-87.0
2004-01-01,Gibraltar,6648.0,18289.0,3446.0,397.0,249.0,-114.0
2005-01-01,Gibraltar,6540.0,18353.0,3524.0,354.0,230.0,-73.0
2006-01-01,Gibraltar,6372.0,18514.0,3582.0,379.0,202.0,-123.0
2007-01-01,Gibraltar,6177.0,18737.0,3608.0,384.0,206.0,-97.0
2008-01-01,Gibraltar,6017.0,18964.0,3622.0,388.0,211.0,-95.0
2009-01-01,Gibraltar,5886.0,19162.0,3637.0,389.0,216.0,-94.0
2010-01-01,Gibraltar,5794.0,19155.0,3815.0,391.0,220.0,-95.0
2011-01-01,Gibraltar,5739.0,19085.0,4016.0,396.0,224.0,-96.0
2012-01-01,Gibraltar,5690.0,19048.0,4178.0,400.0,229.0,-95.0
2013-01-01,Gibraltar,5662.0,19022.0,4308.0,402.0,234.0,-94.0
2014-01-01,Gibraltar,5662.0,18953.0,4451.0,404.0,238.0,-95.0
2015-01-01,Gibraltar,5663.0,18901.0,4573.0,406.0,242.0,-95.0
2016-01-01,Gibraltar,5676.0,18833.0,4697.0,409.0,247.0,-95.0
2017-01-01,Gibraltar,5711.0,18759.0,4803.0,412.0,252.0,-95.0
2018-01-01,Gibraltar,5754.0,18708.0,4876.0,412.0,255.0,-95.0
2019-01-01,Gibraltar,5793.0,18662.0,4945.0,413.0,260.0,-94.0
2020-01-01,Gibraltar,5805.0,18636.0,5018.0,413.0,260.0,-96.0
2021-01-01,Gibraltar,5844.0,18604.0,5068.0,412.0,259.0,-96.0
2022-01-01,Gibraltar,5889.0,18567.0,5117.0,410.0,259.0,-95.0
1991-01-01,Greece,2025417.0,6875927.0,1447631.0,104081.0,98231.0,87407.0
1992-01-01,Greece,2000278.0,6952907.0,1489047.0,101799.0,97419.0,67905.0
1993-01-01,Greece,1969008.0,7013408.0,1532101.0,103763.0,97807.0,55753.0
1994-01-01,Greece,1934025.0,7065269.0,1576932.0,101495.0,100158.0,56759.0
1995-01-01,Greece,1898497.0,7111363.0,1624462.0,100718.0,100740.0,55610.0
1996-01-01,Greece,1863681.0,7155631.0,1670598.0,102038.0,99738.0,60135.0
1997-01-01,Greece,1832725.0,7206120.0,1713500.0,100894.0,102668.0,72493.0
1998-01-01,Greece,1806715.0,7260362.0,1755987.0,100643.0,103304.0,52288.0
1999-01-01,Greece,1777209.0,7297655.0,1797827.0,103274.0,105219.0,55049.0
2000-01-01,Greece,1752917.0,7332537.0,1840341.0,102282.0,102559.0,67737.0
2001-01-01,Greece,1735276.0,7375113.0,1882866.0,103569.0,103915.0,26836.0
2002-01-01,Greece,1709034.0,7388337.0,1922374.0,104420.0,105529.0,-9042.0
2003-01-01,Greece,1677570.0,7373317.0,1958707.0,105655.0,104942.0,-10831.0
2004-01-01,Greece,1650439.0,7356567.0,1992470.0,107545.0,105091.0,-11284.0
2005-01-01,Greece,1628490.0,7337340.0,2024816.0,112042.0,105476.0,-11462.0
2006-01-01,Greece,1612610.0,7323641.0,2049499.0,111926.0,109895.0,-5581.0
2007-01-01,Greece,1608118.0,7309687.0,2064395.0,118302.0,107979.0,3823.0
2008-01-01,Greece,1611294.0,7307589.0,2077463.0,117933.0,108316.0,19558.0
2009-01-01,Greece,1620665.0,7308544.0,2096312.0,114766.0,109084.0,8641.0
2010-01-01,Greece,1626696.0,7286900.0,2126248.0,106428.0,111099.0,-17599.0
2011-01-01,Greece,1626351.0,7229863.0,2161360.0,100371.0,116668.0,-53077.0
2012-01-01,Greece,1616829.0,7139150.0,2192221.0,94134.0,111794.0,-58293.0
2013-01-01,Greece,1606826.0,7046393.0,2219028.0,92149.0,113740.0,-49527.0
2014-01-01,Greece,1591558.0,6963874.0,2245697.0,91847.0,121183.0,-43636.0
2015-01-01,Greece,1571872.0,6885863.0,2270422.0,92898.0,121493.0,4420.0
2016-01-01,Greece,1572137.0,6837990.0,2293855.0,88553.0,123383.0,28850.0
2017-01-01,Greece,1575919.0,6805780.0,2316303.0,86618.0,125031.0,9267.0
2018-01-01,Greece,1566753.0,6766055.0,2336048.0,84801.0,126437.0,11016.0
2019-01-01,Greece,1555533.0,6727037.0,2355666.0,83111.0,127720.0,11214.0
2020-01-01,Greece,1540816.0,6687203.0,2376822.0,81550.0,127315.0,10627.0
2021-01-01,Greece,1521334.0,6648878.0,2399491.0,80149.0,126793.0,10812.0
2022-01-01,Greece,1498779.0,6612120.0,2422972.0,78908.0,126205.0,11021.0
1991-01-01,Greenland,14656.0,38696.0,2187.0,1237.0,442.0,-844.0
1992-01-01,Greenland,14906.0,38329.0,2255.0,1180.0,436.0,-597.0
1993-01-01,Greenland,15158.0,38172.0,2307.0,1156.0,447.0,-423.0
1994-01-01,Greenland,15391.0,38133.0,2399.0,1120.0,487.0,-371.0
1995-01-01,Greenland,15539.0,38154.0,2492.0,1066.0,447.0,-468.0
1996-01-01,Greenland,15568.0,38204.0,2564.0,1100.0,492.0,-436.0
1997-01-01,Greenland,15544.0,38332.0,2632.0,986.0,468.0,-413.0
1998-01-01,Greenland,15519.0,38394.0,2700.0,947.0,465.0,-399.0
1999-01-01,Greenland,15470.0,38444.0,2782.0,885.0,458.0,-234.0
2000-01-01,Greenland,15320.0,38691.0,2878.0,937.0,438.0,-261.0
2001-01-01,Greenland,15150.0,38986.0,2991.0,940.0,435.0,-270.0
2002-01-01,Greenland,15032.0,39239.0,3091.0,895.0,412.0,-305.0
2003-01-01,Greenland,14819.0,39536.0,3185.0,893.0,475.0,-257.0
2004-01-01,Greenland,14587.0,39851.0,3263.0,887.0,466.0,-343.0
2005-01-01,Greenland,14361.0,40044.0,3374.0,876.0,489.0,-529.0
2006-01-01,Greenland,14060.0,40071.0,3506.0,862.0,487.0,-489.0
2007-01-01,Greenland,13774.0,40113.0,3636.0,856.0,487.0,-340.0
2008-01-01,Greenland,13502.0,40253.0,3797.0,850.0,487.0,-336.0
2009-01-01,Greenland,13258.0,40362.0,3959.0,845.0,488.0,-332.0
2010-01-01,Greenland,13034.0,40428.0,4142.0,840.0,489.0,-329.0
2011-01-01,Greenland,12846.0,40447.0,4333.0,839.0,490.0,-327.0
2012-01-01,Greenland,12649.0,40500.0,4499.0,839.0,492.0,-323.0
2013-01-01,Greenland,12479.0,40563.0,4630.0,836.0,493.0,-319.0
2014-01-01,Greenland,12386.0,40574.0,4736.0,832.0,495.0,-314.0
2015-01-01,Greenland,12324.0,40509.0,4886.0,826.0,498.0,-309.0
2016-01-01,Greenland,12271.0,40373.0,5094.0,825.0,499.0,-309.0
2017-01-01,Greenland,12177.0,40284.0,5294.0,823.0,502.0,-304.0
2018-01-01,Greenland,12110.0,40176.0,5486.0,818.0,504.0,-299.0
2019-01-01,Greenland,12048.0,40034.0,5705.0,811.0,507.0,-294.0
2020-01-01,Greenland,11990.0,39853.0,5954.0,802.0,513.0,-287.0
2021-01-01,Greenland,11933.0,39627.0,6239.0,797.0,518.0,-286.0
2022-01-01,Greenland,11872.0,39379.0,6541.0,789.0,524.0,-280.0
1991-01-01,Hungary,2051142.0,6934348.0,1412318.0,121724.0,148781.0,12302.0
1992-01-01,Hungary,1998987.0,6956875.0,1427191.0,117033.0,150244.0,-19811.0
1993-01-01,Hungary,1942109.0,6956436.0,1431486.0,115598.0,146889.0,-2188.0
1994-01-01,Hungary,1897156.0,6957598.0,1441798.0,112054.0,145431.0,17632.0
1995-01-01,Hungary,1863893.0,6958333.0,1458581.0,105272.0,143130.0,16352.0
1996-01-01,Hungary,1832745.0,6954607.0,1471949.0,100350.0,139434.0,9335.0
1997-01-01,Hungary,1801530.0,6946232.0,1481790.0,97301.0,140870.0,14421.0
1998-01-01,Hungary,1774728.0,6932689.0,1492987.0,94645.0,143210.0,19771.0
1999-01-01,Hungary,1750559.0,6919509.0,1501542.0,97597.0,135601.0,13819.0
2000-01-01,Hungary,1725162.0,6912467.0,1509796.0,97047.0,132183.0,17640.0
2001-01-01,Hungary,1698946.0,6911086.0,1519897.0,96804.0,132833.0,18877.0
2002-01-01,Hungary,1673534.0,6910115.0,1529128.0,94647.0,135823.0,20386.0
2003-01-01,Hungary,1647869.0,6906340.0,1537778.0,95137.0,132492.0,17976.0
2004-01-01,Hungary,1622712.0,6901503.0,1548393.0,97496.0,135732.0,23252.0
2005-01-01,Hungary,1598836.0,6895764.0,1563024.0,99871.0,131623.0,19977.0
2006-01-01,Hungary,1575245.0,6890923.0,1579681.0,97613.0,132938.0,23599.0
2007-01-01,Hungary,1553645.0,6881721.0,1598757.0,99149.0,130019.0,24341.0
2008-01-01,Hungary,1537066.0,6869307.0,1621221.0,94745.0,130399.0,29053.0
2009-01-01,Hungary,1521212.0,6852933.0,1646848.0,88485.0,130441.0,21191.0
2010-01-01,Hungary,1499601.0,6833366.0,1667261.0,86010.0,128786.0,14729.0
2011-01-01,Hungary,1477732.0,6813315.0,1681134.0,91236.0,131786.0,12692.0
2012-01-01,Hungary,1462767.0,6781101.0,1700455.0,89597.0,128749.0,14472.0
2013-01-01,Hungary,1454004.0,6737001.0,1728638.0,92661.0,129467.0,35087.0
2014-01-01,Hungary,1455170.0,6697711.0,1765043.0,93024.0,135334.0,126444.0
2015-01-01,Hungary,1484284.0,6694787.0,1822987.0,94670.0,133897.0,116153.0
2016-01-01,Hungary,1507532.0,6689427.0,1882025.0,93154.0,137653.0,40033.0
2017-01-01,Hungary,1505310.0,6650293.0,1918915.0,91066.0,137571.0,34538.0
2018-01-01,Hungary,1500737.0,6602828.0,1958986.0,89991.0,137355.0,37784.0
2019-01-01,Hungary,1496159.0,6544022.0,2012790.0,92787.0,145716.0,26533.0
2020-01-01,Hungary,1486498.0,6477951.0,2062126.0,93190.0,162240.0,14018.0
2021-01-01,Hungary,1471259.0,6411544.0,2088740.0,91972.0,155054.0,11954.0
2022-01-01,Hungary,1458509.0,6361492.0,2100414.0,90915.0,148674.0,23178.0
1991-01-01,Isle of Man,12122.0,44323.0,13434.0,858.0,948.0,731.0
1992-01-01,Isle of Man,12318.0,44827.0,13375.0,853.0,1086.0,817.0
1993-01-01,Isle of Man,12507.0,45345.0,13252.0,883.0,966.0,671.0
1994-01-01,Isle of Man,12656.0,45907.0,13129.0,847.0,990.0,777.0
1995-01-01,Isle of Man,12785.0,46493.0,13048.0,835.0,965.0,740.0
1996-01-01,Isle of Man,12887.0,47071.0,12978.0,870.0,944.0,718.0
1997-01-01,Isle of Man,12999.0,47695.0,12886.0,936.0,893.0,688.0
1998-01-01,Isle of Man,13199.0,48288.0,12824.0,894.0,983.0,813.0
1999-01-01,Isle of Man,13418.0,48857.0,12760.0,831.0,897.0,734.0
2000-01-01,Isle of Man,13547.0,49440.0,12716.0,863.0,855.0,711.0
2001-01-01,Isle of Man,13641.0,50001.0,12780.0,903.0,877.0,742.0
2002-01-01,Isle of Man,13724.0,50556.0,12910.0,860.0,852.0,760.0
2003-01-01,Isle of Man,13787.0,51117.0,13054.0,862.0,798.0,722.0
2004-01-01,Isle of Man,13816.0,51675.0,13253.0,901.0,775.0,720.0
2005-01-01,Isle of Man,13825.0,52294.0,13471.0,905.0,768.0,745.0
2006-01-01,Isle of Man,13811.0,52958.0,13703.0,919.0,789.0,745.0
2007-01-01,Isle of Man,13783.0,53584.0,13980.0,979.0,843.0,718.0
2008-01-01,Isle of Man,13825.0,54088.0,14288.0,971.0,850.0,709.0
2009-01-01,Isle of Man,13879.0,54546.0,14606.0,968.0,858.0,688.0
2010-01-01,Isle of Man,13939.0,54948.0,14942.0,967.0,865.0,666.0
2011-01-01,Isle of Man,14023.0,55251.0,15323.0,969.0,871.0,644.0
2012-01-01,Isle of Man,14100.0,55413.0,15826.0,971.0,877.0,625.0
2013-01-01,Isle of Man,14137.0,55621.0,16300.0,970.0,884.0,607.0
2014-01-01,Isle of Man,14170.0,55849.0,16732.0,971.0,891.0,587.0
2015-01-01,Isle of Man,14259.0,55987.0,17172.0,973.0,897.0,566.0
2016-01-01,Isle of Man,14376.0,56128.0,17556.0,976.0,903.0,545.0
2017-01-01,Isle of Man,14455.0,56326.0,17897.0,977.0,910.0,527.0
2018-01-01,Isle of Man,14535.0,56511.0,18226.0,977.0,916.0,507.0
2019-01-01,Isle of Man,14639.0,56655.0,18546.0,976.0,923.0,488.0
2020-01-01,Isle of Man,14724.0,56769.0,18888.0,972.0,926.0,468.0
2021-01-01,Isle of Man,14782.0,56911.0,19202.0,967.0,930.0,450.0
2022-01-01,Isle of Man,14826.0,56964.0,19592.0,963.0,934.0,429.0
1991-01-01,Israel,1436034.0,2785019.0,427648.0,106760.0,30351.0,96810.0
1992-01-01,Israel,1472778.0,2901694.0,447448.0,108960.0,31040.0,97557.0
1993-01-01,Israel,1510135.0,3019591.0,467671.0,111107.0,31757.0,97323.0
1994-01-01,Israel,1547753.0,3138113.0,488204.0,113379.0,32509.0,97002.0
1995-01-01,Israel,1585919.0,3256985.0,509038.0,117693.0,33182.0,76592.0
1996-01-01,Israel,1621145.0,3364035.0,527865.0,120744.0,33757.0,57962.0
1997-01-01,Israel,1653658.0,3459858.0,544478.0,126178.0,34348.0,56779.0
1998-01-01,Israel,1685719.0,3559411.0,561473.0,127978.0,34948.0,58600.0
1999-01-01,Israel,1718486.0,3660643.0,579104.0,132298.0,35554.0,57343.0
2000-01-01,Israel,1753158.0,3761849.0,597313.0,132539.0,36074.0,40039.0
2001-01-01,Israel,1784048.0,3851610.0,613166.0,135349.0,36504.0,19374.0
2002-01-01,Israel,1811607.0,3929706.0,625730.0,140588.0,35506.0,17373.0
2003-01-01,Israel,1842328.0,4009698.0,637472.0,140648.0,35035.0,20154.0
2004-01-01,Israel,1874564.0,4092133.0,648568.0,139596.0,36319.0,21516.0
2005-01-01,Israel,1904588.0,4176910.0,658560.0,143725.0,36195.0,16932.0
2006-01-01,Israel,1934921.0,4261102.0,668497.0,147129.0,37659.0,15585.0
2007-01-01,Israel,1966628.0,4343106.0,679841.0,152215.0,37267.0,11313.0
2008-01-01,Israel,2000240.0,4421769.0,693827.0,156211.0,36969.0,10953.0
2009-01-01,Israel,2037468.0,4496930.0,711633.0,161267.0,37552.0,12109.0
2010-01-01,Israel,2078716.0,4570235.0,732904.0,161307.0,38726.0,16130.0
2011-01-01,Israel,2120821.0,4642763.0,756982.0,165812.0,39837.0,14408.0
2012-01-01,Israel,2162332.0,4715504.0,783113.0,166301.0,39799.0,16383.0
2013-01-01,Israel,2202934.0,4789514.0,811386.0,169538.0,40706.0,16023.0
2014-01-01,Israel,2242603.0,4864199.0,841887.0,170967.0,42402.0,17863.0
2015-01-01,Israel,2282326.0,4938955.0,873836.0,172401.0,42284.0,17224.0
2016-01-01,Israel,2321916.0,5013497.0,907045.0,173897.0,42919.0,17569.0
2017-01-01,Israel,2361468.0,5088554.0,940983.0,175418.0,43202.0,17380.0
2018-01-01,Israel,2398524.0,5167228.0,974849.0,173787.0,44949.0,19689.0
2019-01-01,Israel,2432890.0,5248328.0,1007910.0,169237.0,47820.0,18810.0
2020-01-01,Israel,2463960.0,5326458.0,1038937.0,176970.0,51211.0,12928.0
2021-01-01,Israel,2495175.0,5405055.0,1067812.0,177735.0,51651.0,17837.0
2022-01-01,Israel,2527546.0,5488538.0,1095879.0,178588.0,52138.0,17817.0
1991-01-01,Italy,9044917.0,38988991.0,8680800.0,567841.0,543709.0,170096.0
1992-01-01,Italy,8885667.0,39110556.0,8912713.0,549484.0,549974.0,178103.0
1993-01-01,Italy,8745566.0,39197909.0,9143074.0,533050.0,554011.0,132485.0
1994-01-01,Italy,8614505.0,39225745.0,9357823.0,525609.0,554323.0,125154.0
1995-01-01,Italy,8508505.0,39195720.0,9590288.0,528103.0,552328.0,135758.0
1996-01-01,Italy,8416428.0,39164571.0,9825047.0,534461.0,556874.0,109261.0
1997-01-01,Italy,8334427.0,39125568.0,10032899.0,532824.0,566484.0,107785.0
1998-01-01,Italy,8270415.0,39071061.0,10225543.0,537242.0,557741.0,109007.0
1999-01-01,Italy,8226258.0,39002435.0,10426834.0,543144.0,555502.0,141202.0
2000-01-01,Italy,8204507.0,38936186.0,10643678.0,535282.0,552106.0,163504.0
2001-01-01,Italy,8200024.0,38876419.0,10854608.0,538198.0,555667.0,163119.0
2002-01-01,Italy,8196516.0,38840763.0,11039422.0,544063.0,588897.0,304153.0
2003-01-01,Italy,8199070.0,38923511.0,11213439.0,562599.0,545042.0,362424.0
2004-01-01,Italy,8224055.0,39085331.0,11406615.0,554022.0,568328.0,336112.0
2005-01-01,Italy,8240932.0,39176404.0,11620471.0,560010.0,558614.0,233676.0
2006-01-01,Italy,8250402.0,39214243.0,11808234.0,563933.0,572881.0,362788.0
2007-01-01,Italy,8268452.0,39416205.0,11942062.0,576659.0,585126.0,473053.0
2008-01-01,Italy,8311322.0,39742236.0,12037747.0,568857.0,591663.0,393085.0
2009-01-01,Italy,8359072.0,39968344.0,12134168.0,561944.0,587488.0,350445.0
2010-01-01,Italy,8405604.0,40177233.0,12203648.0,546585.0,593427.0,352358.0
2011-01-01,Italy,8439575.0,40297020.0,12355406.0,534186.0,612883.0,289871.0
2012-01-01,Italy,8444357.0,40302203.0,12556615.0,514308.0,600743.0,217006.0
2013-01-01,Italy,8424570.0,40237191.0,12771985.0,502596.0,598364.0,166178.0
2014-01-01,Italy,8383503.0,40136088.0,12984565.0,485780.0,647571.0,170224.0
2015-01-01,Italy,8321727.0,40036728.0,13154134.0,473438.0,615261.0,128456.0
2016-01-01,Italy,8249537.0,39945852.0,13303833.0,458151.0,649061.0,190587.0
2017-01-01,Italy,8171513.0,39887050.0,13440336.0,439747.0,633133.0,183085.0
2018-01-01,Italy,8074533.0,39845302.0,13568763.0,420084.0,634417.0,174792.0
2019-01-01,Italy,7944957.0,39784076.0,13720024.0,420836.0,746146.0,214018.0
2020-01-01,Italy,7800907.0,39694308.0,13842550.0,422241.0,716961.0,153748.0
2021-01-01,Italy,7660522.0,39593056.0,13943215.0,424360.0,691238.0,165636.0
2022-01-01,Italy,7518169.0,39505158.0,14072224.0,427141.0,687796.0,186959.0
1991-01-01,Japan,22075203.0,86473991.0,15413344.0,1222206.0,861181.0,55126.0
1992-01-01,Japan,21518716.0,86793571.0,16066402.0,1203084.0,869822.0,26206.0
1993-01-01,Japan,20995722.0,87011028.0,16731407.0,1254978.0,879750.0,-66839.0
1994-01-01,Japan,20552703.0,87083272.0,17410571.0,1207043.0,889497.0,-37037.0
1995-01-01,Japan,20159564.0,87069313.0,18098178.0,1225237.0,901120.0,-34463.0
1996-01-01,Japan,19818834.0,86977303.0,18820572.0,1211018.0,920938.0,17773.0
1997-01-01,Japan,19523815.0,86837093.0,19563654.0,1222994.0,941266.0,30326.0
1998-01-01,Japan,19230276.0,86701884.0,20304456.0,1199004.0,955914.0,32214.0
1999-01-01,Japan,18959797.0,86532165.0,21019958.0,1222630.0,971191.0,8542.0
2000-01-01,Japan,18754607.0,86259445.0,21757849.0,1201334.0,986132.0,109939.0
2001-01-01,Japan,18590772.0,85965404.0,22540866.0,1190882.0,1000849.0,60082.0
2002-01-01,Japan,18446289.0,85597173.0,23303695.0,1161763.0,1015768.0,30541.0
2003-01-01,Japan,18323929.0,85203487.0,23996277.0,1142121.0,1031537.0,34083.0
2004-01-01,Japan,18232349.0,84853288.0,24582723.0,1104360.0,1053481.0,-14050.0
2005-01-01,Japan,18142061.0,84280053.0,25283075.0,1147636.0,1075803.0,-36232.0
2006-01-01,Japan,18022792.0,83603265.0,26114733.0,1150467.0,1098403.0,12294.0
2007-01-01,Japan,17918672.0,82902138.0,26984338.0,1152896.0,1121166.0,-10347.0
2008-01-01,Japan,17839870.0,82199616.0,27787045.0,1129688.0,1144269.0,-61032.0
2009-01-01,Japan,17729605.0,81439519.0,28581794.0,1121744.0,1193387.0,-33336.0
2010-01-01,Japan,17566120.0,80959357.0,29120462.0,1097383.0,1255935.0,3970.0
2011-01-01,Japan,17404863.0,80638674.0,29447820.0,1086098.0,1250945.0,-75747.0
2012-01-01,Japan,17225880.0,79732386.0,30292497.0,1074261.0,1269270.0,-17132.0
2013-01-01,Japan,17054528.0,78600598.0,31383496.0,1042347.0,1285178.0,49293.0
2014-01-01,Japan,16885858.0,77484049.0,32475177.0,1040409.0,1305164.0,76374.0
2015-01-01,Japan,16751184.0,76519012.0,33386507.0,1011128.0,1326145.0,119569.0
2016-01-01,Japan,16610479.0,75739978.0,34110798.0,983213.0,1349011.0,119829.0
2017-01-01,Japan,16456829.0,75072829.0,34685628.0,955309.0,1372698.0,120233.0
2018-01-01,Japan,16294753.0,74488883.0,35134494.0,895491.0,1392821.0,134408.0
2019-01-01,Japan,16110975.0,73985983.0,35458250.0,882909.0,1412696.0,110306.0
2020-01-01,Japan,15922298.0,73487271.0,35726158.0,872424.0,1426219.0,105361.0
2021-01-01,Japan,15714004.0,73042241.0,35931048.0,863054.0,1439583.0,104002.0
2022-01-01,Japan,15467740.0,72702468.0,36044558.0,854144.0,1452499.0,102827.0
1991-01-01,Kuwait,375525.0,549363.0,16036.0,34817.0,3366.0,430324.0
1992-01-01,Kuwait,507792.0,873431.0,21476.0,37379.0,3441.0,51379.0
1993-01-01,Kuwait,515998.0,950652.0,21366.0,38868.0,3464.0,51888.0
1994-01-01,Kuwait,529217.0,1024886.0,21205.0,41169.0,3781.0,51630.0
1995-01-01,Kuwait,547080.0,1096318.0,20928.0,44620.0,3812.0,35579.0
1996-01-01,Kuwait,562572.0,1156942.0,21199.0,42521.0,4017.0,22490.0
1997-01-01,Kuwait,569590.0,1209867.0,22250.0,41424.0,4216.0,20905.0
1998-01-01,Kuwait,572333.0,1264094.0,23393.0,41135.0,4187.0,19532.0
1999-01-01,Kuwait,571577.0,1320052.0,24671.0,41843.0,4227.0,18309.0
2000-01-01,Kuwait,569729.0,1376379.0,26117.0,41841.0,4364.0,17996.0
2001-01-01,Kuwait,567866.0,1432021.0,27811.0,43490.0,4342.0,16423.0
2002-01-01,Kuwait,569846.0,1483716.0,29707.0,45094.0,4424.0,15843.0
2003-01-01,Kuwait,575364.0,1532647.0,31771.0,47274.0,4793.0,14986.0
2004-01-01,Kuwait,583700.0,1579666.0,33883.0,50941.0,4784.0,13215.0
2005-01-01,Kuwait,595681.0,1624855.0,36085.0,52759.0,5247.0,12712.0
2006-01-01,Kuwait,610477.0,1668007.0,38361.0,53587.0,5293.0,10625.0
2007-01-01,Kuwait,624760.0,1710310.0,40694.0,54571.0,5510.0,8353.0
2008-01-01,Kuwait,637824.0,1752234.0,43120.0,54910.0,5368.0,6324.0
2009-01-01,Kuwait,649737.0,1793614.0,45693.0,55183.0,5239.0,4311.0
2010-01-01,Kuwait,660496.0,1834323.0,48480.0,55372.0,5367.0,2561.0
2011-01-01,Kuwait,670077.0,1874330.0,51458.0,55494.0,5497.0,808.0
2012-01-01,Kuwait,679287.0,1912793.0,54590.0,55592.0,5628.0,-834.0
2013-01-01,Kuwait,688470.0,1949432.0,57898.0,55634.0,5761.0,-2339.0
2014-01-01,Kuwait,697384.0,1984543.0,61407.0,55592.0,5897.0,-3727.0
2015-01-01,Kuwait,705542.0,2018629.0,65131.0,55455.0,6044.0,-5014.0
2016-01-01,Kuwait,712817.0,2051803.0,69079.0,55224.0,6192.0,-6225.0
2017-01-01,Kuwait,718759.0,2084488.0,73259.0,54909.0,6344.0,-7358.0
2018-01-01,Kuwait,723016.0,2116979.0,77718.0,54486.0,6499.0,-8396.0
2019-01-01,Kuwait,725794.0,2148998.0,82512.0,53993.0,6657.0,-9369.0
2020-01-01,Kuwait,726523.0,2181072.0,87676.0,54277.0,6776.0,-10707.0
2021-01-01,Kuwait,725862.0,2212969.0,93234.0,54541.0,6901.0,-11550.0
2022-01-01,Kuwait,724939.0,2244042.0,99174.0,54764.0,7030.0,-12309.0
1991-01-01,Latvia,570510.0,1759350.0,320972.0,31637.0,35489.0,-33862.0
1992-01-01,Latvia,559753.0,1729019.0,324346.0,26761.0,39199.0,-40223.0
1993-01-01,Latvia,544231.0,1687451.0,328775.0,24260.0,41761.0,-26175.0
1994-01-01,Latvia,529516.0,1655071.0,332194.0,21635.0,38972.0,-19187.0
1995-01-01,Latvia,515031.0,1631418.0,333808.0,19782.0,34320.0,-13193.0
1996-01-01,Latvia,498876.0,1615982.0,337668.0,18830.0,33533.0,-9607.0
1997-01-01,Latvia,481973.0,1604937.0,341306.0,18410.0,34200.0,-7004.0
1998-01-01,Latvia,463272.0,1596401.0,345749.0,19396.0,32844.0,-6068.0
1999-01-01,Latvia,442867.0,1595469.0,347570.0,20248.0,32205.0,-5522.0
2000-01-01,Latvia,423721.0,1596583.0,348123.0,19664.0,32991.0,-4619.0
2001-01-01,Latvia,404815.0,1595322.0,350344.0,20044.0,32498.0,-7602.0
2002-01-01,Latvia,385079.0,1591651.0,353695.0,21138.0,32437.0,-10967.0
2003-01-01,Latvia,365878.0,1583795.0,358486.0,20547.0,32024.0,-13364.0
2004-01-01,Latvia,347165.0,1572330.0,363823.0,21873.0,32777.0,-13424.0
2005-01-01,Latvia,331898.0,1558153.0,368939.0,22867.0,33098.0,-10216.0
2006-01-01,Latvia,319784.0,1545300.0,373459.0,23958.0,33042.0,-8950.0
2007-01-01,Latvia,311629.0,1529820.0,379060.0,24397.0,31006.0,-16394.0
2008-01-01,Latvia,306884.0,1509750.0,380872.0,22044.0,29897.0,-28500.0
2009-01-01,Latvia,303077.0,1477539.0,380537.0,19781.0,30040.0,-35555.0
2010-01-01,Latvia,297819.0,1439176.0,378344.0,18825.0,28540.0,-29131.0
2011-01-01,Latvia,293794.0,1407922.0,374777.0,19897.0,29025.0,-16262.0
2012-01-01,Latvia,292706.0,1385538.0,372859.0,20596.0,28691.0,-13578.0
2013-01-01,Latvia,293911.0,1362874.0,372645.0,20243.0,28611.0,-13348.0
2014-01-01,Latvia,295225.0,1338374.0,374115.0,19866.0,28488.0,-12375.0
2015-01-01,Latvia,295274.0,1314484.0,376959.0,19430.0,28368.0,-11931.0
2016-01-01,Latvia,295043.0,1292667.0,378138.0,18960.0,28223.0,-11507.0
2017-01-01,Latvia,294689.0,1270592.0,379797.0,18448.0,28067.0,-11078.0
2018-01-01,Latvia,293280.0,1249616.0,381485.0,17897.0,27841.0,-10687.0
2019-01-01,Latvia,291293.0,1230198.0,382259.0,17306.0,27567.0,-10303.0
2020-01-01,Latvia,288582.0,1209673.0,384931.0,16697.0,27252.0,-9944.0
2021-01-01,Latvia,284378.0,1190340.0,387969.0,16082.0,26985.0,-9558.0
2022-01-01,Latvia,278670.0,1172323.0,391233.0,15481.0,26753.0,-9204.0
1991-01-01,Liechtenstein,5586.0,20779.0,2923.0,375.0,180.0,231.0
1992-01-01,Liechtenstein,5640.0,21079.0,2995.0,415.0,178.0,235.0
1993-01-01,Liechtenstein,5707.0,21422.0,3057.0,358.0,206.0,236.0
1994-01-01,Liechtenstein,5758.0,21701.0,3115.0,425.0,225.0,112.0
1995-01-01,Liechtenstein,5786.0,21943.0,3157.0,405.0,230.0,85.0
1996-01-01,Liechtenstein,5811.0,22141.0,3194.0,394.0,230.0,15.0
1997-01-01,Liechtenstein,5810.0,22285.0,3230.0,382.0,208.0,250.0
1998-01-01,Liechtenstein,5852.0,22607.0,3290.0,430.0,206.0,342.0
1999-01-01,Liechtenstein,5931.0,23002.0,3382.0,420.0,239.0,252.0
